,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0,-1.0,-0.49999999999999994,-0.09763107293781748,0.02244755338790938,0.06104172584493761,0.21035816082614947,0.3094483225829058,0.3693105857133682,0.38886774156988807,0.3789784778872586,0.4326423649299213,0.47419939360919283,0.5029312664922283,0.5190224784556354,0.5392267335158978,0.5439534133630893,0.5240977925880047,0.5275612743342892,0.5419132277110322,0.5591664147757932,0.5794152269564543,0.5969415901539915,0.61106656363946,0.620062871151,0.620261512878786
